stem,label
sistem perolehan citra berbasi isi spci sistem pencarian citra isi visual mencari citra relevan databas citra sesuai citra inputan pengguna fitur terkait isi visual bentuk warna tekstur fitur utama citra warna salah fitur visual cbir warna dikenali langsung indra manusia fitur warna penelitian prose ekstraksi fitur delapan kela citra batik citra batik cirebon batik bali batik pamekasan batik solo batik jogja batik sumenep batik pekalongan batik bangkalan objek perolehan citra berbasi isi tahapan tahapan ekstraksi fitur warna metod color cooccurr matrix tahap pencocokan citra databas citra queri similar prose similar modifikasi modifi color cooccurr matrix skenario uji coba 200 citra batik percobaan 10 citra queri dapatkan tingkat presicion mccm diband ccm tingkat akurasi presicion 66 ccm 73 mccm,komputasi
pengiriman informasi jaringan elektronik permasalahan chat media server memiliki kerentanan keamanan data dikirimkan layanan memiliki kelemahan kelemahan keamanan sistem kelemahan data dikirim kedalam server koneksi jaringan global rentan serangan hackerpada penelitian menjamin keamanan kerahasiaan informasi komunikasi jaringan ip mobil prose enkripsi dekripsi informasi dikirimkan enkripsi pengiriman mengkonversi informasi asli informasi terenkripsi dekripsi penerimaan mengkonversi informasi terenkripsi informasi asli informasi dikirimkan prose pengiriman data informasi terenkripsi informasi asli berhak informasi asli penerima kunci rahasiapenggunaan algoritma enkripsi data encrypt standard de upaya mencegah kebocoran data chat aplikasi chat dikhawatirkan kebocoran informasi pribadi berdasarkan hasil uji coba terbukti ciphertek dihasilkan sesuai hasil perhitungan algoritma enkripsi de diuji aplikasi de test vector,rpl
game merambah bidang kehidupan terkecuali bidang pendidikan manusia sifat dasar cepat mempelajari visual verbal game dilibatkan prose pendidikan salah materi dimasukkan game edukasi pembelajaran menghaf asmaul husna metod pembelajaran media pembelajaran salah metod metod hanifida game metod hanifida 4 level tiaptiap level merepresentasikan tahapantahapan pembelajaran metod hanifida penelitian penuli mengukur tingkat keefektifan metod hanifida media pembelajaran mengklasifikasi hasil uji coba game uji coba game game level 4 diuji coba 30 siswasiswi sekolah dasar hasil uji coba diklasifikasi metod fuzzi 3 input variabel hasil uji coba game level 4 nilai langkah variabelvariabel prose klasifikasi input variabel output variabel hasil keefektifan hasil keefektifan klasifikasi fuzzi hasil uji coba game level 4 metod hanifida efektif dijadikan media pembelajaran menghaf asmaul husna 733 rincian persentas hasil efektif 233 hasil efektif 50,komputasi
gender recognit sistem mengidentifikasi jeni kelamin berdasarkan citra wajah citra wajah fitur merepresentasikan karakteristik gender recognit aplikasi interaksi manusia komput sistem kamera sistem temu citra pengklasifikasian jeni kelamin diperoleh tahap preprocess ekstraksi fitur pengklasifikasian citra tahap preprocess bertujuan menghilangkan variasi pencahayaan citra metod local binari pattern lbp tahap ekstraksi fitur metod princip compon analysi pca menghasilkan susunan matrik proyeksi matrik bobot tahap klasifikasi tahap ketiga pengklasifikasian citra pengukuran kemiripan euclidean distanc membandingkan matrik bobot citra train matrik bobot test diperoleh prose perkalian citra test matrik proyeksi hasil uji coba sistem kombinasi metod princip compon analysi pca local binari pattern lbp pengukuran kemiripan euclidean distanc tingkat akurasi ratarata mencapai 80 klasifikasi jeni kelamin salah miripnya bentuk rambut bentuk kepala ekspresi citra perempuan citra pria,komputasi
analisi sentimen otomati berdasarkan opini masyarakatterhadap produk telkomsel berbahasa indonesia opini masyarakat diambil situ microblog twitter crawl data opini keyword produkproduk provid indonesia telkomsel sistem pengklasifikasian tweet kategori positifnegatif netral data train data test didapatkan pemisahan data hasil crawl 75 train 25 data testingmetod mengklasifikasikan metod nave bay classifi hasil output aplikasi peta daerah user opini positif negatif netral aplikasi perusahaan menganalisa kepuasan pelanggan produk dimilikinya daerah user kepuasan ketidakpuasan hasil ujicoba sistem klasifikasi tek data hasil crawl diperoleh akurasi 63 error rate 37 hasil memuaskan data tek dituli user twitter mengandung singkatan,komputasi
seir berkembangnya teknolog teknik biometrika berkembang pengenalan pola iri mata pengenalan pola senyum pengenalan ekspresi wajah teknik identifikasi wajah manusia salah contohnya pengenalan jeni kelamin gender recognit berkembangnya penelitian teknik biometrika pengenalan identita kartu identita password metod pengenalan jeni kelamin penelitian membandingkan metod princip compon analysi pca twodimension princip compon analysi 2dpca metod metod prose ekstraksi fitur menentukan ciri wajah prose klasifikasi jeni kelaminnya metod canberra distanc uji coba 200 data 100 citra wajah lakilaki 100 citra wajah perempuan 7 skenario uji coba berdasarkan hasil uji coba sistem metod princip compon analysi pca mengenali jeni kelamin akurasi terbaik 825 skenario 6 15 eigen 160 data train 40 data test metod two dimension princip compon analysi 2dpca mengenali jeni kelamin akurasi terbaik 875 skenario 7 15 eigen 160 data train 40 data test,komputasi
teknik data mine menggali informasi mendalam data salah metod teknik data mine mengolah data mahasiswa teknik informatika universita trunojoyo madura tiutm associ rule salah algoritmanya algoritma apriori metod algoritma ditemukan hubungan kedekatan mata kuliah prasyarat mkp bidang minat membangkitkan frequent itemset rule dibangun anteced consequ masingmas kitemset memenuhi minimum support dilanjutkan pembangkitan frequent itemset item memenuhi minimum support dikombinasikan penelitian skenario ujicoba 100 record data didapatkan support minim 42 support maksim 62 rule terbaik minsup 62 kombinasi mata kuliah prasyarat mkp pti bidang minat sister confid 8737 support minim terbentuk tiaptiap item atribut minsup support maksim terbentuk minsup mengahasilkan output rule rule terbaik rule nilai support confid rule nilai kepercayaan mewakili kombinasi item terbentuk minsup mincof rule dihasilkan rule dihasilkan kuat memiliki nilai kepercayaan,komputasi
permasalahan machin learn pattern recognit aplikasi masyarakat seir perkembangan teknolog komunikasi berkembang teknik algoritma menyelesaikan permasalahan machin learn pattern recognit permasalahan pengenalan obyek wajah pengenalan wajah adopsi kemampuan manusia membedakan wajah orang penelitian sistem pengenalan wajah prose ekstraksi fitur kernel princip compon analysi kpca menentukan karakteristik wajah dilanjutkan prose klasifikasi mahalanobi distanc hasil dicapai penelitian sesuai uji coba basi data orl 9623 basi data yale 9546 basi data bern 9515 ketiganya acak 5 masingmas kombinasi data pelatihan pose 357810 orl 357810 yale 357910 bern disimpulkan metod ekstraksi fitur kpca dikombinasikan metod klasifikasi mahalanobi distanc pengenalan wajah,komputasi
penderita tuna rungu bahasa isyarat berkomunikasi tujuan utama penelitian harmoni sosial orang tuna wicara tuna rungu orang normal penelitian pengenalan terfoku pengenalan isyarat angka 09 pengenalan pola isyarat citra tangan stati melaui tahapan gari segmentasi citra tangan ekstraksi fiturciri klasifikasi pola penelitian citra prose segmentasi prose background remov skin detect memisahkan wilayah objek ditel tangan backgroundcitra citra hasil dirubah mode grayscal ekstraksi fitur klasifikasi pola algoritma pca 2dpca penelitian data citra 200 data train data test prose sistem metod ekstraksi fitur pca 2dpca dihitung pengenalan jaraknya euclidean distanc perbandingan tingkat akurasi 875 pca 94 2dpca disimpulkan akurasi 2dpca pca,komputasi
data berukuran disimpan jarang optim kemampuan manusia terbata mengelolanya salah data berskala data tek data tek memiliki fitur mengolahnya komputasi penelitian bertujuan mengurangi komputasi prose cluster data tek diolah efisien prose cluster metod som menerapkan reduksi dimensi tahap preproses metod diterapkan mengelompokan data tuga mahasiswa teknik informatika universita trunojoyo madura metod diusulkan analisi morfolog tek abstrak tuga mahasiswa menghasilkan vektor input unsur term tuga elemen vektor jarang reduksi dimensi reduksi dimensi menghilangkan matrik jarang kolom mengandung nilai 0 percobaan diperoleh hasil optimum cluster data abstrak scenario 1 term direduksi 150 term menghasilkan nilai ratarata sse 001117 data laporan optimum cluster scenario 2 term direduksi 346 term mengahasilkan nilai ratarata sse 00085 detik,komputasi
pendeteksian plagiarism mendeteksi plagiarism karya ilmiah metod latent semantik index salah metod search engin meningkatkan kualiata pencarian metod dipilih membantu permasalahan tersebutmetod latent semantik index disingkat lsi mengunakan tahapan nilai similar dokumen dokumen tahap singular valu decompotit svd mereduksi mendekomposisi matrik dokumen svd menyelesaikan kuadrat linear terkecil terbata perkiraan dimensi rank matrik analisa hubungan kanonik perhitungan similar cosin similar kesamaan dokumen threshold nilai 0 1 nilai 0410 mendekati mencapai angka 1 dokumen plagiarism,rpl
era teknolog informasi mejadi disalah salah satunya plagiarism plagiarism lingkungan akademisi dimana penjiplakan karya tuli ilmiah marak salah mengurangi plagiarism dengn membangun sistem deteksi plagiarism algoritma digunanak prose deteksi plagiarism algoritma winnow dokumen dibandingkan dipros mendpatkan fingerprint dokumen dimana fingerprint ekumpulan nilai hash fingerprint dokumen dibandingkan kemiripannya kunci penghitungan nilai similaritynya hasil penghitungan kemiripan 2 dokumen 2 gram menghasilkan similar mencapai 7556 percobaan 10 gram dokumen kemiripan nilai 0 hasil uji coba sistem deteksi plagiarism algoritma winnow fingerprint nilai similaritynya bergantung besarnya nilai gram basi window sistem nilai gram hasil similar,pba
mark basket analisi mbak salah konsep data mine bertujuan menganalisi perilaku konsumen menganalisi produk dibe bersamaan produk berdasarkan data transaksi diambil data histori pembelian toko supermarket mbak data histori diubah informasi berharga mencapai strategi bisni mbak diterapkan algoritma salah satunya algoritma apriori prose algoritma apriori perhitungan support confid tiaptiap kombinasi barang dibutuhkan minimum support minimum confid menyeleksi kombinasikombinasi memenuhi syarat hasil ujicoba data dipartisi partisi data ujicoba data 50 550 dapatkan hasil data kombinasi barang tereliminasi menghasilkan data kombinasi efisien akurat data 550 ratarata prose 24 detik,komputasi
kompleksita visual citra representasi persepsi penglihatan manusia citra penelitian kompleksita visual citra mengkategorikan citra veri simpl simpl medium complex veri complex kompleksita visual citra direpresentasikan fitur diantranya fitur structur nois divers fitur structur diekstraksi menghitung rasio piksel tepi total piksel citra tepi citra dideteksi deteksi tepi sobel prewitt laplacian of gaussian fitur nois diekstraksi menghitung standard deviasi citra dikonvolusi kernel laplacian fitur divers diekstraksi membagi piksel sudut bari citra sudut citra dideteksi fast algorithm sistem inferensi fuzzi tipe mamdani label citra berdasarkan fitur diekstraksi hasil uji coba objek pola citra kompleksita visual citra objek pola citra rendah kompleksita visual citra disamp jeni deteksi tepi mengekstraksi fitur structur berpengaruh sistem,komputasi
indonesia memiliki kelebihan angkatan kerja penyerapan tenaga kerja negeri terbata permintaan tenaga kerja negara timur asia pasifik menyebabkan migrasi tenaga kerja negaranegara tingkat pengangguran dipengaruhi skill unskil tingkat kesejahteraan dipengaruhi pendidikan usia produktif kesehatan lua daerah penduduk lapangan kerja penelitian perhitungan tingkat kesejahteraan metod fuzzi kmean pengelompokan tingkat kesejahteraan masyarakat indek davi bouldin akurasi data hasil memperoleh nilai mendekati kenyataan lapangan diimplementasikannya sistem klasifikasi membantu kinerja perhitungan cepat terotomatisasi dimasa tingkat kesejahteraan masyarakat mudahhasil cluster data 2008 50 iterasi cluster 2 4 6 0883 2457 4379 2009 50 iterasi cluster 2 4 6 0907 2828 4446 2010 50 iterasi cluster 2 4 6 0908 2373 4379 disimpulkan klaster nilai idb nilai terasi berbedabeda jangka berpengaruh nilai idb berdasarkan penelitian nilai dbi 2008 2010 perubahan signifikan,komputasi
stem penghapusan imbuhan menentukan dasarnya penelitian stem memunculkan algoritma stem bahasa indonesia algoritma penelitian mencoba menerapkan algoritma stem bahasa indonesia mengalami rekonstruksi algoritma indonesian stemmer reconstruct isr rekonstruksi diterapkan algoritma penghapusannya algoritma menghapu imbuhan bersamaan awalan akhiran algoritma penghapusan bersamaan awalan akhirannya rumu penghapusan didapatkan penyusunan formula regul ekspress singkat menghabiskan prosesnya formula disusun berdasarkan acuan penggunaan imbuhan bahasa indonesia menunjang hasil stem penelitian uji coba 300 dokumen diuji coba penelitian fadhila tala 50 konten dokumen hasil crawler rise penelitian hasil perhitungan kebenaran mencapai 72 kecepatan 00243 detik 300 dokumen fadhila tala 50 kontendokumen hasil crawler rise didapatkan kecepatan 00052 detik persentas kebenaran 50,komputasi
perintah suara penggunadapat mengaks isi databas perintah melaluiperalatan masukan audio konvensionalpenggunaan program databas pengoperasiannya diperlukanpemahaman struktur sql structur queri languagekemudahan dirasakan pengguna awam sistempengaksesan databas disertai pengembangan nlp naturallanguag processingperintah suara piranti masukan audioseperti mikrofon mesin pengen ucapan penggunamengucapkan perintah mikrofon mesin pengen ucapan akanmenerjemahkan ucapan tek tek diterjemahkankedalam bentuk perintah sql pengaksesan databas penelitianini memanfaatkan teknolog pengenalan suara automati padamicrosoft speech aplic program interfac perintah suarayang sintaksi bahasa alami bahasainggri prose nlp metod top down parsemasalah dihadapi pengenalanucapan nois berbicara sejela dalampengaplikasiannya uji coba pengenalan ucapansebanyak 12 kali pengucapan perintah diperoleh hasil keakuratansebesar 33 inputan kalimat bahasa alami berhasilditerjemahkan bentuk sql 67,pba
teknolog pendeteksian obyek kamera sistem pendeteksian organ biometr wajah mata hidung tangan lainlain organ biometr pendeteksian obyek obyekobyek obyek mobil sepeda motor deteksi obyek dimanfaatkan bidang secur authorizationdalam tuga difokuskan pendeteksian obyek wajah deteksi wajah face detect salah pra prose didalam sistem pengenalan wajahfac recoginiton letak posisi wajah citra prose pengenalan recognit sistem pendeteksian wajah diimplementasi handphon nokia lumia 920 sistem operasi window phone metod penelitian haar cascad classifi mengacu haar rectangular featur fitur kotak haar fitur hasil ekstraksi penelit viola jone penelitian 12876 citra train 4916 citra wajah 7960 citra non wajah 45 citra test terdir i 15 citra mengandung singl face 15 citra multipl face 15 citra wajah,komputasi
perkembangan mobil phone akhirakhir meningkat handphon alat komunikasi perangkat cerda menangani kebutuhan manusia cepat salah satunya pengenalan wajah face recognit teknik mengenali berdasarkan citra wajah perkembangan teknolog face recognit salah penelitian popular bidang comput vision biometrik hasil penelitian dimanfaatkan bidang keamanan bidang pemerintahan pelacakan krimin terori tuga bertujuan mengimplementasikan metod pca diintegrasikan klasifikasi berbasi similar measur metod euclidean distanc sistem dibangun devic window phonepenelitian 30 data citra data train test prose uji coba sistem metod ekstraksi fitur pca penghitungan jarak euclidean distanc skenario pengujian penelitian menghasilkan tingkat akurasi 6275 kecepatan komputasi ratarata 15 detik,komputasi
pengertian jeni kelamin akibat dimorfism seksual penelitian jepang burung gagak membedakan jeni kelamin individu salah bentuk penerapan penentuan jeni kelamin jender bentuk mata hidung bentuk mata hidung dikenali komput disimpan databas penelitian tuga tahapan tahapan menghitung ekstraksi fitur mata hidung gray level run length matrix menghasilkan pola mata hidung tahap menghitung jarak kemiripan euclidean distanc rendah nilai jarak citra tingkat kemiripannya penelitian tuga uji coba 200 gambar mata hidung didalam databas dibagi kela laki laki perempuan ekstraksi fitur gray level run length matrix hasil ekstraksi fitur pengukuran jarak kemiripan metod euclidean distanc nilai hasil pengukuran jarak kemiripan kela nilai dirata hasil hasil uji coba perbandingan nilai hasil pengukuran euclidean distanc diperoleh akurasi 75 20 data uji coba 180 citra ditampilkan 5,komputasi
keterampilan berhitung salah ketrampilan dasar dikuasai anak ketrampilan berhitung orang tua sadar seringkali memaksa anak menguasai berhitung bersemangatnya orang tua mendorong anak pandai berhitung acap kali proporsion orang tua panik anaknya dinilainya terlambat menguasai ketrampilan berhitung orang tua anakanak sebaya menguasai ketrampilan berhitung kepanikan berkembang kejengkelan kemarahan sebagainyajarimatika salah operasi hitung latihan berhitung berulangulang bersamadengan anakanak kuatir anak menguasai ketrampilan jarimatika memiliki kelebihan jarimatika visualisasi prose berhitung anak mudah melakukannya gerakan jarijari tangan menarik minat anak jarimatika relatif memberatkan memori otak alatnya dibe ketinggalan terlupa dimana menyimpannyasebagai hasil uji coba aplikasi penuli kuision hasilnya 35 siswa lingkungan sdn mlajah 2 bangkalan kemampuan berhitungnya bertambah bandingkan aplikasi jarimatika,komputasi
kebutuhan bahan garam pt elitestar primajaya utama perusahaan mengandalkan inventori stok gudang memenuhi kebutuhan produksinya dibuatlah aplikasi sm gateway informasi kebutuhan produksi garam petani sm gateway petani garam pemasok diharapkan meningkatkan kebutuhan garam masuk penjualannya perusahaan sm gateway info ketersediaannya garam pelanggan sm pemasok disertai peramalan metod peramalan metod radial basi function rbf penentuan hidden node kmean cluster metod salah metod pembelajaran jaringan syaraf tiruan memiliki tingkat akurasi dibandingkan metod konvension mempengaruhi performa desain pemanfaatan metod keakuratan berdasarkan nilai mape mean absolut percentag error mse mean squar error metod kmean ketepatan penentuan nilai centroid akurat mudah penentuannya random hasil pengujian sistem menghasilkan 4 cluster nilai mape 13042 mse 0004 hasil peramalan period 3853039 ton,komputasi
pelayanan terbaik hasil mengukur tingkat keberhasilan perusahaan distribusi memiliki peran mendukung keberhasilan perusahaan menghasilkan performansi terbaik pemilihan supplier mengukur performansi supplier perusahaan mengoptimalkan biaya produksi penelitian pt pal indonesia mengambil objek kapal patroli cepat kpc permasalahan penelitian ditentukan supplier terbaik berdasarkan kriteria metod fuzzi penilaian kriteria dimiliki supplier penilaian efisiensi metod data envelop analysi dea fuzzi data envelop analysi pengembangan metod dea standar hasil pengolahan analisa data disimpulkan supplier efisien kriteria copper pipe myeong si elektroda pt thermadin supplier kayu pt gotong royong supplier kabel js cabl,komputasi
ketahanan pangan nasion diartikan kemampuan negara memenuhi kecukupan pangan penduduknya upaya peningkatan ketahanan pangan salah program pokok priorita pencapaian produksi memenuhi kebutuhan nasion kesesuaian lahan tanaman pertanian dasarnya pencerminan kesesuaian kondisi fisik lahan penggunaan bersangkutan data kesesuaian lahan data produksi produktivita pertanian daerah menemukenali keselarasan kondisi lahan kemampuan berproduksinya dibuatkanlah sistem pendukung keputusan spk tanaman sesuai lahan daerah spk nave bay hasil lahan prose nave bay prose pembelajaran program klasifikasi pengujian perbandingan data hasil menghasilkan prosentas keakuratan 9707 205 data diprediksi 199 kesamaan nama tanaman sistem prose diidentifikasi lokasi lahan direpresentasikan geograf inform system mengambil peta googl map,komputasi
tuga penuli menerapkan konsep game edukasi berbasi rpg role play game tema pengenalan komponen motor otomotif berbasi rpg algoritma simpl rule game dirancang khusu tujuan utama penyampaian materi edukasi disajikan bentuk skenario game petualangangam siswa sekolah menengah kejuruan teknik otomotif kela kali harapan game alternatif media pembelajaran siswa siswa tertarik mudah memahami penuli softwar mendesain game bernama game maker engin game dimainkan perangkat komputerhasil kuesion diambil persentas responden respon persentas tingkat kesulitan bermain 50 mudah tingkat keberhasilan media pembelajaran 45 berhasil tingkat kesukaan bermain game 45 suka keberhasilan penyampaian materi ajar game 65 berhasil tingkat efektifita fitur game membantu memainkan game 40 membantu pengaruh game memotivasi belajar komponen motor otomotif 40 termotivasi game berhasil,komputasi
akurasi faktor terpent dipertimbangkan memilih metod klasifikasi data akurasi metod klasifikasi data layak metod diterapkan diagnosi penyakit liver metod knearest neighbor knn akurasi sisi penelitian penerapan diskretisasi berbasi entropi metod preprocess meningkatkan akurasi klasifikasi data dibangun hipotesi penerapan diskretisasi berbasi entropi meningkatkan akurasi klasifikasi data diagnosi penyakit liver penelitian diskretisasi berbasi entropi diterapkan metod preprocess knn metod klasifikasi klasifikasi data set data set prose diskretisasi berbasi entropi akurasi dihasilkan klasifikasi data set dibandingkan akurasi dihasilkan klasifikasi data set terdiskretisasi skenario uji coba akurasi klasifikasi data set terdiskretisasi akurasi klasifikasi data set nilai ke diuji disimpulkan penerapan diskretisasi berbasi entropi meningkatkan akurasi diagnosi penyakit liver berbasi knn peningkatan akurasi diperoleh berkisar 103 48,komputasi
pemilihan rektor agenda rutin dilaksanakan universita trunojoyo menentukan rektor period pemilihan rektor manual kendala dihadapi kecurangan efisien penelitian dirancang protokol simulasi sistem evot pemilihan rektor fungsifungsi sistem disesuaikan skema evot memenuhi kriteria elig unreus anonym accuraci fair vote and go public verifi protokol sistem pendaftaran pemilih validasi pemilih sistem pemilihan sistem perhitungan suara menjaga kerahasiaan pilihan pemilih sistem evot algoritma blind signatur hasil penelitian sistem evot berbasi web otentikasi finger print mencegah pemilihan kolektif hasil penelitian berdasarkan kusion kepuasan pengguna disebar responden disimpulkan evot mempercepat prose perhitungan suara meminimalisir kesalahan perhitungan manual manusia kunci evot fingerprint web pemilihan blind signatur,komputasi
kemacetan linta diseluruh negara muncul penentuan nyala lampu linta cctv peralatan monitor popular akhirakhir kegunaan cctv sebata monitor manual prose otomatisasi pengaturan linta berdasarkan gambar dihasilkan cctv dibutuhkan sistem memanfaatkan gambar diambil cctv persimpangan jalan mengatur linta prose pengenalan obyek citra cctv 2 tahap utama simulasi linta identifikasi jalan metod gabor filter kepadatan jalan dilanjutkan penentuan cycl time metod mamdani variabel fuzzi jalan uji coba skenario 1 variabel 0600 variabel senin variabel jalan 400 cycl time pendek 015 menghasilkan nyala lampu 10 detik tingkat keramaian mencapai 667 uji coba skenario 2 variabel 094145 variabel selasa variabel jalan 488 cycl time pendek 015 menghasilkan nyala lampu 11 detik tingkat keramaian mencapai 733,komputasi
search engin mekanism temu informasi hasil optim prose pencarian mencocokkan queri konten pembobotan memperhitungkan relasinya prose pencarian klasik memakai acuan dokumen hypertext terstruktur bahasa alami permasalahan menyebabkan prose pencarian akurat sesuai kunci dimasukkan permasalahan dikembangkan sistem web semantik mekanism web semantik prose pencariannya dokumen terstruktur memiliki kemampuan pengetahuan mesin resourc descript framework rdf penelitian prototyp mesin pencari berbasi web semantik teknolog web semantik penelitian berfoku pembuatan dokumen rdf mendeskripsikan metadata resourc memiliki susunan semantik subjekpredikatobjek sparql mengambil modul arq jena librari mekanism pencariannya penelitian menghasilkan dokumen rdf domain detikinetcom sumber pencarian valid sesuai struktur rdf standarisasi dokumen rdf w3c menghasilkan prototyp mesin pencari optimalisasi jena sparql menghasilkan nilai ratarata preciss 052 recal 063 fmeasur 053,komputasi
beragam jurusan smkn 1 buduran sidoarjo jasa boga busana butik akomodasi perhotelan kecantikan rambut seringkali kesulitan calon siswa memilih jurusan sesuai bakat minatnya akibatnya mengikuti pelajaran kriteria dibutuhkan penampilan komunikasi pengetahuan bakat minat dibutuhkan sistem pendukung keputusan menghitung perhitungan nilai kemampuan minat dimiliki siswa membantu menentukan jurusan penelitian mengimplementasikan metod analyt hierarchi process ahp simpl addit weight saw metod ahp menyelesaikan keputusan komplek struktur alternatif kerangka hierarki hierarki didefinisikan representasi permasalahan komplekdalam struktur multi level dimana level tujuan goal diikuti level faktor kriteria atribut subkriteria subatribut alternatif metod saw diken metod penjumlahan terbobot konsep dasar metod saw mencari penjumlahan terbobot rate kinerja alternatifpada atribut sistem membantu calon peserta didik merekomendasikan jurusan sesuai kemampuan minat siswa tingkat kesesuaian 85kata kunci sistem pendukung keputusan ahp saw rekomendasi jurusan,komputasi
kemajuan teknolog mendeteksi wajah pengenalan wajah pattern recognit salah bentuk penerapan pengenalan wajah membedakan wajah orang lainpada penelitian sistem pengenalan wajah ekstraksi fitur diagon princip compon analysi diapca menentukan karakteristik wajah pengukuran kemiripan data pelatihan train data uji coba test metod klasifikasi euclidean distanc prose citra wajah identita alasan ekstraksi fitur diapca tuga diapca mengubah citra wajah asli citra wajah diagon memadukan informasi bari kolom citra asli menemukan blok berguna struktur informasi diakui citra asli struktur daerah mata hidung lainlain ujicoba aplikasi klasifikasi euclidean distanc diperoleh akurasi pengenalan terbaik basi data orl yale bern masingmas 9416 92 9406 ketiganya skenario terurut dkata kunci diagon princip compon analysi diapca pengenalan wajah euclidean distanc,komputasi
pengiriman informasi short messag servic sm butuhkan modern layanan sm memiliki kerentanan keamanan data kelemahan layanan sm salah satunya disebabkan pengguna standard pengkodingan univers sm dibangun sistem bahasa program sejeni bahasa program hardwar komput ponsel menerjemahkan data frekuensi terbuka menjamin keamanan kerahasiaan informasi pengiriman prose enkripsi dekripsi informasi dikirimkan enkripsi pengiriman mengkonversi informasi asli informasi dekripsi penerimaan mengkonversi informasi informasi asli informasi dikirimkan prose pengiriman data informasi informasi asli berkepentingan informasi asli penerima kunci rahasia 50 sampl hasil pengujian sistem peroleh akurasi 40 plaintext key valid 128bit menghasilkan 100 output chipertext plaintext 60 plaintext key valid menghasilkan 100 output chipertext plaintext berbeda metod advanc encrypt standard,rpl
erosi tanah kejadian alami dibumi pengaruh manusia kejadian erosi alaminya erosi salah penyebab kerusakan tanah terbesar indonesia erosi megakibatkan longsor penurunan kesuburan tanah sedimentasi kondisi teknolog memprediksi daerah rentan bahaya erosi memanfaatkan sistem informasi geografi sig metod univers soil loss equat usl memprediksi besarnya erosi tanah variabel metod erosivita hujan erosibilita tanah kemiringan lereng pengelolaan tanaman konservasi tanah penelitian didapatkan peta erosi tanah daerah aliran sungai da bengawan solo berbasi sistem informasi geografi alat memonitor daerah rentan erosi dimanfaatkan pengendalian penanggulangan erosi tanah didaerah aliran sungai,komputasi
sistem pendataan balita penderita gizi buruk dina kesehatan bangkalan manual memprediksi balita penderita gizi buruk dina dibutuhkan sistem peramalan memprediksi balita penderita gizi buruk antisipasi mengambil keputusan efektif efisien menanggulangi membangun sistem peramalan metod backpropag metod backpropag nilai error dibutuhkan prose pelatihan bobot efisien mengatasi dikembangkanlah metod backpropag with error modif perhitungan nilai error dimodifikasi fungsi metod backpropag menghasilkan mse 05833 paramet hidden layer 12 iterasi 1000 momentum nilai 01 learn rate nilai 1 toleransi error 00001 metod backpropag with error modif menghasilkan mse 01666 paramet hidden layer 12 iterasi 1000 momentum nilai 01 learn rate nilai 1 toleransi error 00001 berdasar hasil mse metod metod backpropag with error modif performa diband metod backpropag,komputasi
berwisata menghilangkan kejenuhan rutinita seharihari menambah pengetahuan banyaknya jalan raya terkadang menyulitkan memilih jalan jarak minimum mempengaruhi besarnya biaya dikeluarkan sistem informasi menemukan jalur minimum menghemat memperhitungkan jarak kecepatan berkendara sistem metod algoritma dijkstra berbasi web penggambaran jalur googl map hasilnya akurat tujuan capai berhasil sesuai aplikasi bandingkan jalur biro perjalanan wisata travel mengisi kuesion pengujian sistem hasil uji coba diambil kesimpulan metod algoritma dijkstra prose pencarian jalur minimum tujuan skenario uji coba ujikan travel rute berbeda travel,rpl
produk olahraga salah organorgan atlit peningkatan penjualan produk terduga menyebabkan kesulitan pelayanan terbaik konsumen penurunan penjualan produkmaka menyebabkan inventorydi gudang sistem peramalan meramalkan penjualan produk period sistem peramalan metod jaringan syaraf tiruan algoritma backpropag momentum meramalkan penjualan produk data tersimpan dihitung epoh learn rate berbeda hasil uji coba system disimpulkan data data train learn rate 08 epoh 18 menghasilkan tingkat kesalahan 56827343 hasil hasil terbaik skenario ujicoba sistem namum hasil terbaik skenario meningkatkan epoch hasil baikkata kunci peramalan jaringan syaraf tiruan backpropag momentum penjualan produk olahraga,komputasi
web crawler salah search engin web crawler bertuga mengambil informasi laman web dikunjunginya konten khusu bahasa indonesia desain diimplementasikan penelitan arifin hasil penelitian diperoleh web crawler menghimpun websit bahasa indonesia data uji coba 1000 url 500 websit bahasa indonesia 500 websit bahasa ase data tersimpan web crawler optim konten tersimpan informasi kekurangan pengambilan konten dicoba diperbaiki penelitian ekstraksi informasiweb data extract berbasi pencocokan pohon metod simpl tree matchingstm ekstraksi informasi komput mengambil informasi websit simpl tree match metod ekstraksi informasi pencocokan tree websit prose ekstraksinya web crawler metod stm ujicoba 50 websit data penelitian didapatkan hasil konten bersih implementasi disimpulkan simpl tree match sempurna ekstraksi informasi web crawler ratarata nilai precis 100 recal 8931365,komputasi
sistem informasi kesehatan pengelolaan informasi tingkat pemerintah sistemati rangka penyelengggaraan pelayanan masyarakat penelitian mengembangkan model sistem informasi pengelompokan tingkat kesehatan masyarakat berdasarkan sistem informasi geografi gi mendukung rencana peningkatan kesehatan kabupaten bangkalan mape pengelompokan tingkat kesehatan masyarakat cluster informasi disajikan mudah dipahami informatifdalam penelitian teknik cluster mengelompokan datadata kecamatan latar kecamatan memiliki atributatribut cluster 4 cluster metod fuzzi cmean fcmdalam mengelompokkan tingkat kesehatan masyarakat metod fuzzi cmean fcm mengkatagorikan tingkat kesehatan masyarakatnya kriteriakriteria kesehatan masyarakat memiliki nilai mengelompokkan tingkat kesehatan masyarakat cluster analisa cluster hasil sesuai data diolah disajikan bentuk peta daerah bergradasi warna sesuai wilayah,rpl
